160   3.1822565e-01
   6.1230318e-17   0.0000000e+00  -1.0000000e+00
   2.8173256e-01   0.0000000e+00  -9.5949297e-01
   1.7565738e-01   2.2026738e-01  -9.5949297e-01
  -6.2691392e-02   2.7466893e-01  -9.5949297e-01
  -2.5383226e-01   1.2223918e-01  -9.5949297e-01
  -2.5383226e-01  -1.2223918e-01  -9.5949297e-01
  -6.2691392e-02  -2.7466893e-01  -9.5949297e-01
   1.7565738e-01  -2.2026738e-01  -9.5949297e-01
   5.4064082e-01   0.0000000e+00  -8.4125353e-01
   4.6820868e-01   2.7032041e-01  -8.4125353e-01
   2.7032041e-01   4.6820868e-01  -8.4125353e-01
   3.3103609e-17   5.4064082e-01  -8.4125353e-01
  -2.7032041e-01   4.6820868e-01  -8.4125353e-01
  -4.6820868e-01   2.7032041e-01  -8.4125353e-01
  -5.4064082e-01   6.6207218e-17  -8.4125353e-01
  -4.6820868e-01  -2.7032041e-01  -8.4125353e-01
  -2.7032041e-01  -4.6820868e-01  -8.4125353e-01
  -9.9310827e-17  -5.4064082e-01  -8.4125353e-01
   2.7032041e-01  -4.6820868e-01  -8.4125353e-01
   4.6820868e-01  -2.7032041e-01  -8.4125353e-01
   7.5574957e-01   0.0000000e+00  -6.5486073e-01
   7.0471549e-01   2.7300824e-01  -6.5486073e-01
   5.5850567e-01   5.0914520e-01  -6.5486073e-01
   3.3686657e-01   6.7651928e-01  -6.5486073e-01
   6.9731773e-02   7.5252568e-01  -6.5486073e-01
  -2.0682069e-01   7.2689932e-01  -6.5486073e-01
  -4.5544087e-01   6.0310118e-01  -6.5486073e-01
  -6.4255124e-01   3.9785088e-01  -6.5486073e-01
  -7.4288150e-01   1.3886862e-01  -6.5486073e-01
  -7.4288150e-01  -1.3886862e-01  -6.5486073e-01
  -6.4255124e-01  -3.9785088e-01  -6.5486073e-01
  -4.5544087e-01  -6.0310118e-01  -6.5486073e-01
  -2.0682069e-01  -7.2689932e-01  -6.5486073e-01
   6.9731773e-02  -7.5252568e-01  -6.5486073e-01
   3.3686657e-01  -6.7651928e-01  -6.5486073e-01
   5.5850567e-01  -5.0914520e-01  -6.5486073e-01
   7.0471549e-01  -2.7300824e-01  -6.5486073e-01
   9.0963200e-01   0.0000000e+00  -4.1541501e-01
   8.6921960e-01   2.6811874e-01  -4.1541501e-01
   7.5157322e-01   5.1241395e-01  -4.1541501e-01
   5.6714627e-01   7.1117893e-01  -4.1541501e-01
   3.3232588e-01   8.4675255e-01  -4.1541501e-01
   6.7976884e-02   9.0708848e-01  -4.1541501e-01
  -2.0241216e-01   8.8682562e-01  -4.1541501e-01
  -4.5481600e-01   7.8776442e-01  -4.1541501e-01
  -6.6680744e-01   6.1870688e-01  -4.1541501e-01
  -8.1955011e-01   3.9467453e-01  -4.1541501e-01
  -8.9947216e-01   1.3557361e-01  -4.1541501e-01
  -8.9947216e-01  -1.3557361e-01  -4.1541501e-01
  -8.1955011e-01  -3.9467453e-01  -4.1541501e-01
  -6.6680744e-01  -6.1870688e-01  -4.1541501e-01
  -4.5481600e-01  -7.8776442e-01  -4.1541501e-01
  -2.0241216e-01  -8.8682562e-01  -4.1541501e-01
   6.7976884e-02  -9.0708848e-01  -4.1541501e-01
   3.3232588e-01  -8.4675255e-01  -4.1541501e-01
   5.6714627e-01  -7.1117893e-01  -4.1541501e-01
   7.5157322e-01  -5.1241395e-01  -4.1541501e-01
   8.6921960e-01  -2.6811874e-01  -4.1541501e-01
   9.8982144e-01   0.0000000e+00  -1.4231484e-01
   9.4972672e-01   2.7886493e-01  -1.4231484e-01
   8.3269078e-01   5.3513787e-01  -1.4231484e-01
   6.4819520e-01   7.4805713e-01  -1.4231484e-01
   4.1118669e-01   9.0037325e-01  -1.4231484e-01
   1.4086628e-01   9.7974649e-01  -1.4231484e-01
  -1.4086628e-01   9.7974649e-01  -1.4231484e-01
  -4.1118669e-01   9.0037325e-01  -1.4231484e-01
  -6.4819520e-01   7.4805713e-01  -1.4231484e-01
  -8.3269078e-01   5.3513787e-01  -1.4231484e-01
  -9.4972672e-01   2.7886493e-01  -1.4231484e-01
  -9.8982144e-01   1.2121416e-16  -1.4231484e-01
  -9.4972672e-01  -2.7886493e-01  -1.4231484e-01
  -8.3269078e-01  -5.3513787e-01  -1.4231484e-01
  -6.4819520e-01  -7.4805713e-01  -1.4231484e-01
  -4.1118669e-01  -9.0037325e-01  -1.4231484e-01
  -1.4086628e-01  -9.7974649e-01  -1.4231484e-01
   1.4086628e-01  -9.7974649e-01  -1.4231484e-01
   4.1118669e-01  -9.0037325e-01  -1.4231484e-01
   6.4819520e-01  -7.4805713e-01  -1.4231484e-01
   8.3269078e-01  -5.3513787e-01  -1.4231484e-01
   9.4972672e-01  -2.7886493e-01  -1.4231484e-01
   9.8982144e-01   0.0000000e+00   1.4231484e-01
   9.4972672e-01   2.7886493e-01   1.4231484e-01
   8.3269078e-01   5.3513787e-01   1.4231484e-01
   6.4819520e-01   7.4805713e-01   1.4231484e-01
   4.1118669e-01   9.0037325e-01   1.4231484e-01
   1.4086628e-01   9.7974649e-01   1.4231484e-01
  -1.4086628e-01   9.7974649e-01   1.4231484e-01
  -4.1118669e-01   9.0037325e-01   1.4231484e-01
  -6.4819520e-01   7.4805713e-01   1.4231484e-01
  -8.3269078e-01   5.3513787e-01   1.4231484e-01
  -9.4972672e-01   2.7886493e-01   1.4231484e-01
  -9.8982144e-01   1.2121416e-16   1.4231484e-01
  -9.4972672e-01  -2.7886493e-01   1.4231484e-01
  -8.3269078e-01  -5.3513787e-01   1.4231484e-01
  -6.4819520e-01  -7.4805713e-01   1.4231484e-01
  -4.1118669e-01  -9.0037325e-01   1.4231484e-01
  -1.4086628e-01  -9.7974649e-01   1.4231484e-01
   1.4086628e-01  -9.7974649e-01   1.4231484e-01
   4.1118669e-01  -9.0037325e-01   1.4231484e-01
   6.4819520e-01  -7.4805713e-01   1.4231484e-01
   8.3269078e-01  -5.3513787e-01   1.4231484e-01
   9.4972672e-01  -2.7886493e-01   1.4231484e-01
   9.0963200e-01   0.0000000e+00   4.1541501e-01
   8.6921960e-01   2.6811874e-01   4.1541501e-01
   7.5157322e-01   5.1241395e-01   4.1541501e-01
   5.6714627e-01   7.1117893e-01   4.1541501e-01
   3.3232588e-01   8.4675255e-01   4.1541501e-01
   6.7976884e-02   9.0708848e-01   4.1541501e-01
  -2.0241216e-01   8.8682562e-01   4.1541501e-01
  -4.5481600e-01   7.8776442e-01   4.1541501e-01
  -6.6680744e-01   6.1870688e-01   4.1541501e-01
  -8.1955011e-01   3.9467453e-01   4.1541501e-01
  -8.9947216e-01   1.3557361e-01   4.1541501e-01
  -8.9947216e-01  -1.3557361e-01   4.1541501e-01
  -8.1955011e-01  -3.9467453e-01   4.1541501e-01
  -6.6680744e-01  -6.1870688e-01   4.1541501e-01
  -4.5481600e-01  -7.8776442e-01   4.1541501e-01
  -2.0241216e-01  -8.8682562e-01   4.1541501e-01
   6.7976884e-02  -9.0708848e-01   4.1541501e-01
   3.3232588e-01  -8.4675255e-01   4.1541501e-01
   5.6714627e-01  -7.1117893e-01   4.1541501e-01
   7.5157322e-01  -5.1241395e-01   4.1541501e-01
   8.6921960e-01  -2.6811874e-01   4.1541501e-01
   7.5574957e-01   0.0000000e+00   6.5486073e-01
   7.0471549e-01   2.7300824e-01   6.5486073e-01
   5.5850567e-01   5.0914520e-01   6.5486073e-01
   3.3686657e-01   6.7651928e-01   6.5486073e-01
   6.9731773e-02   7.5252568e-01   6.5486073e-01
  -2.0682069e-01   7.2689932e-01   6.5486073e-01
  -4.5544087e-01   6.0310118e-01   6.5486073e-01
  -6.4255124e-01   3.9785088e-01   6.5486073e-01
  -7.4288150e-01   1.3886862e-01   6.5486073e-01
  -7.4288150e-01  -1.3886862e-01   6.5486073e-01
  -6.4255124e-01  -3.9785088e-01   6.5486073e-01
  -4.5544087e-01  -6.0310118e-01   6.5486073e-01
  -2.0682069e-01  -7.2689932e-01   6.5486073e-01
   6.9731773e-02  -7.5252568e-01   6.5486073e-01
   3.3686657e-01  -6.7651928e-01   6.5486073e-01
   5.5850567e-01  -5.0914520e-01   6.5486073e-01
   7.0471549e-01  -2.7300824e-01   6.5486073e-01
   5.4064082e-01   0.0000000e+00   8.4125353e-01
   4.6820868e-01   2.7032041e-01   8.4125353e-01
   2.7032041e-01   4.6820868e-01   8.4125353e-01
   3.3103609e-17   5.4064082e-01   8.4125353e-01
  -2.7032041e-01   4.6820868e-01   8.4125353e-01
  -4.6820868e-01   2.7032041e-01   8.4125353e-01
  -5.4064082e-01   6.6207218e-17   8.4125353e-01
  -4.6820868e-01  -2.7032041e-01   8.4125353e-01
  -2.7032041e-01  -4.6820868e-01   8.4125353e-01
  -9.9310827e-17  -5.4064082e-01   8.4125353e-01
   2.7032041e-01  -4.6820868e-01   8.4125353e-01
   4.6820868e-01  -2.7032041e-01   8.4125353e-01
   2.8173256e-01   0.0000000e+00   9.5949297e-01
   1.7565738e-01   2.2026738e-01   9.5949297e-01
  -6.2691392e-02   2.7466893e-01   9.5949297e-01
  -2.5383226e-01   1.2223918e-01   9.5949297e-01
  -2.5383226e-01  -1.2223918e-01   9.5949297e-01
  -6.2691392e-02  -2.7466893e-01   9.5949297e-01
   1.7565738e-01  -2.2026738e-01   9.5949297e-01
   6.1230318e-17   0.0000000e+00   1.0000000e+00

   6.1230318e-17   0.0000000e+00  -1.0000000e+00
   2.8173256e-01   0.0000000e+00  -9.5949297e-01
   1.7565738e-01   2.2026738e-01  -9.5949297e-01
  -6.2691392e-02   2.7466893e-01  -9.5949297e-01
  -2.5383226e-01   1.2223918e-01  -9.5949297e-01
  -2.5383226e-01  -1.2223918e-01  -9.5949297e-01
  -6.2691392e-02  -2.7466893e-01  -9.5949297e-01
   1.7565738e-01  -2.2026738e-01  -9.5949297e-01
   5.4064082e-01   0.0000000e+00  -8.4125353e-01
   4.6820868e-01   2.7032041e-01  -8.4125353e-01
   2.7032041e-01   4.6820868e-01  -8.4125353e-01
   3.3103609e-17   5.4064082e-01  -8.4125353e-01
  -2.7032041e-01   4.6820868e-01  -8.4125353e-01
  -4.6820868e-01   2.7032041e-01  -8.4125353e-01
  -5.4064082e-01   6.6207218e-17  -8.4125353e-01
  -4.6820868e-01  -2.7032041e-01  -8.4125353e-01
  -2.7032041e-01  -4.6820868e-01  -8.4125353e-01
  -9.9310827e-17  -5.4064082e-01  -8.4125353e-01
